"Title","Authors","Corporate Authors","Editors","Book Editors","Source Title","Publication Date","Publication Year","Volume","Issue","Part Number","Supplement","Special Issue","Beginning Page","Ending Page","Article Number","DOI","Conference Title","Conference Date","Total Citations","Average per Year","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021"
"Rules, roles and tools: Activity theory and the comparative study of e-learning","Benson, Angela; Lawler, Cormac; Whitworth, Andrew","","","","BRITISH JOURNAL OF EDUCATIONAL TECHNOLOGY","MAY 2008","2008","39","3","","","","456","467","","10.1111/j.1467-8535.2008.00838.x","","","29","2.07","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","2","0","4","1","8","1","4","1","2","0","3","0"
"Evaluating usability in learning management system Moodle","Kakasevski, Gorgi; Mihajlov, Martin; Arsenovski, Sime; Chungurski, Slavcho","","","LuzarStiffler, V; Dobric, VH; Bekic, Z","PROCEEDINGS OF THE ITI 2008 30TH INTERNATIONAL CONFERENCE ON INFORMATION TECHNOLOGY INTERFACES","2008","2008","","","","","","613","+","","10.1109/ITI.2008.4588480","30th International Conference on Information Technology Interfaces","JUN 23-26, 2008","29","2.07","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2","0","4","1","5","2","3","6","3","2","0"
"Initial experiences in radiology e-learning","Sparacia, Gianvincenzo; Cannizzaro, Floreana; D'Alessandro, Donna M.; D'Alessandro, Michael P.; Caruso, Giuseppe; Lagalla, Roberto","","","","RADIOGRAPHICS","MAR-APR 2007","2007","27","2","","","","573","581","","10.1148/rg.272065077","","","29","1.93","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","2","1","9","2","2","3","0","2","1","1","2","1","0"
"Evaluation of Online Video Usage and Learning Satisfaction: An Extension of the Technology Acceptance Model","Nagy, Judit T.","","","","INTERNATIONAL REVIEW OF RESEARCH IN OPEN AND DISTRIBUTED LEARNING","FEB 2018","2018","19","1","","","","160","185","","","","","28","7.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","8","13","6"
"Interactive Visualization Tools to Improve Learning and Teaching in Online Learning Environments","Kuosa, Kirsi; Distante, Damiano; Tervakari, Anne; Cerulo, Luigi; Fernandez, Alejandro; Koro, Juho; Kailanto, Meri","","","","INTERNATIONAL JOURNAL OF DISTANCE EDUCATION TECHNOLOGIES","JAN-MAR 2016","2016","14","1","","","SI","1","21","","10.4018/IJDET.2016010101","","","28","4.67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","8","8","8","2"
"Visualisation and Gamification of e-Learning and Programming Education","Olsson, Marie; Mozelius, Peter; Collin, Jonas","","","","ELECTRONIC JOURNAL OF E-LEARNING","DEC 2015","2015","13","6","","","","441","454","","","","","28","4.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","5","8","8","5","1"
"Online persistence in higher education web-supported courses","Hershkovitz, Arnon; Nachmias, Rafi","","","","INTERNET AND HIGHER EDUCATION","MAR 2011","2011","14","2","","","SI","98","106","","10.1016/j.iheduc.2010.08.001","","","28","2.55","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","2","5","2","0","1","2","6","6","1"
"Department of educational process in conditions of implementation of interactive training of future engineers","Markova, Svetlana M.; Zanfir, Ludmila N.; Vaganova, Olga, I; Smirnova, Zhanna, V; Tsyplakova, Svetlana A.","","","","AMAZONIA INVESTIGA","JAN-FEB 2019","2019","8","18","","","","450","460","","","","","27","9.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","25","0"
"Fuzzy cognitive mapping of LMS users' Quality of Interaction within higher education blended-learning environment","Dias, Sofia B.; Hadjileontiadou, Sofia J.; Hadjileontiadis, Leontios J.; Diniz, Jose A.","","","","EXPERT SYSTEMS WITH APPLICATIONS","NOV 30 2015","2015","42","21","","","","7399","7423","","10.1016/j.eswa.2015.05.048","","","27","3.86","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","3","4","7","3","3"
"Factors affecting the effectiveness and use of Moodle: students' perception","Damnjanovic, Vesna; Jednak, Sandra; Mijatovic, Ivana","","","","INTERACTIVE LEARNING ENVIRONMENTS","JUL 4 2015","2015","23","4","","","","496","514","","","","","27","3.86","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","4","5","9","3","4"
"An evolutionary algorithm for the discovery of rare class association rules in learning management systems","Luna, J. M.; Romero, C.; Romero, J. R.; Ventura, S.","","","","APPLIED INTELLIGENCE","APR 2015","2015","42","3","","","","501","513","","10.1007/s10489-014-0603-4","","","27","3.86","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","3","4","7","4","3"
"Distance Learning And Learning Management Systems","Cavus, Nadire","","","Uzunboylu, H","PROCEEDINGS OF 6TH WORLD CONFERENCE ON EDUCATIONAL SCIENCES","2015","2015","191","","","","","872","877","","10.1016/j.sbspro.2015.04.611","Proceedings of 6th World Conference on Educational Sciences","FEB 06-09, 2014","27","3.86","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3","6","8","4","5"
"ILDE: Community Environment for Conceptualizing, Authoring and Deploying Learning Activities","Hernandez-Leo, Davinia; Asensio-Perez, Juan I.; Derntl, Michael; Prieto, Luis P.; Chacon, Jonathan","","","Rensing, C; DeFreitas, S; Ley, T; MunozMerino, PJ","OPEN LEARNING AND TEACHING IN EDUCATIONAL COMMUNITIES","2014","2014","8719","","","","","490","493","","","9th European Conference on Technology Enhanced Learning (EC-TEL)","SEP 16-20, 2014","27","3.38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","6","10","3","4","0"
"Moodle as a Learning Environment in Promoting Conceptual Understanding for Secondary School Students","Psycharis, Sarantos; Chalatzoglidis, Georgios; Kalogiannakis, Michail","","","","EURASIA JOURNAL OF MATHEMATICS SCIENCE AND TECHNOLOGY EDUCATION","FEB 2013","2013","9","1","","","","11","21","","","","","27","3.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","5","3","1","3","1","4","4","0"
"Exploring Students' Acceptance of E-Learning Through the Development of a Comprehensive Technology Acceptance Model","Salloum, Said A.; Alhamad, Ahmad Qasim Mohammad; Al-Emran, Mostafa; Monem, Azza Abdel; Shaalan, Khaled","","","","IEEE ACCESS","2019","2019","7","","","","","128445","128462","","10.1109/ACCESS.2019.2939467","","","26","8.67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","14"
"Learning Computational Thinking and scratch at distance","Jose Marcelino, Maria; Pessoa, Teresa; Vieira, Celeste; Salvador, Tatiana; Jose Mendes, Antonio","","","","COMPUTERS IN HUMAN BEHAVIOR","MAR 2018","2018","80","","","","","470","477","","10.1016/j.chb.2017.09.025","","","26","6.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","12","4"
"Procrastinating Behavior in Computer-Based Learning Environments to Predict Performance: A Case Study in Moodle","Cerezo, Rebeca; Esteban, Maria; Sanchez-Santillan, Miguel; Nunez, Jose C.","","","","FRONTIERS IN PSYCHOLOGY","AUG 24 2017","2017","8","","","","","","","1403","10.3389/fpsyg.2017.01403","","","26","5.20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","6","11","8"
"USING LEARNING ANALYTICS TO PREDICT STUDENTS' PERFORMANCE IN MOODLE LEARNING MANAGEMENT SYSTEM: A CASE OF MBEYA UNIVERSITY OF SCIENCE AND TECHNOLOGY","Mwalumbwe, Imani; Mtebe, Joel S.","","","","ELECTRONIC JOURNAL OF INFORMATION SYSTEMS IN DEVELOPING COUNTRIES","MAR 2017","2017","79","1","","","","","","1","","","","26","5.20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3","12","8","2"
"Collaborative digital environments to enhance the creativity of designers","Karakaya, Ahmet Fatih; Demirkan, Halime","","","","COMPUTERS IN HUMAN BEHAVIOR","JAN 2015","2015","42","","","","SI","176","186","","10.1016/j.chb.2014.03.029","","","26","3.71","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","4","5","3","7","1"
"Visualizing and monitoring effective interactions in online collaborative groups","Calvani, Antonio; Fini, Antonio; Molino, Marcello; Ranieri, Maria","","","","BRITISH JOURNAL OF EDUCATIONAL TECHNOLOGY","MAR 2010","2010","41","2","","","","213","226","","10.1111/j.1467-8535.2008.00911.x","","","26","2.17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","2","2","3","3","0","6","4","2","1"
"Business undergraduates' perceived use outcomes of Moodle in a blended learning environment: The roles of usability factors and external support","Ifinedo, Princely; Pyke, Joanne; Anwar, Amar","","","","TELEMATICS AND INFORMATICS","APR 2018","2018","35","1","","","","93","102","","10.1016/j.tele.2017.10.001","","","25","6.25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","9","10","3"
"A model for the use of blended learning in large group teaching sessions","Herbert, Cristan; Velan, Gary M.; Pryor, Wendy M.; Kumar, Rakesh K.","","","","BMC MEDICAL EDUCATION","NOV 9 2017","2017","17","","","","","","","197","10.1186/s12909-017-1057-2","","","25","5.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","3","13","5"
"Where angels fear to tread: online peer-assessment in a large first-year class","Mostert, Markus; Snowball, Jen D.","","","","ASSESSMENT & EVALUATION IN HIGHER EDUCATION","SEP 1 2013","2013","38","6","","","","674","686","","10.1080/02602938.2012.683770","","","25","2.78","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","1","5","2","4","5","2"
"A genetic: fuzzy expert system for automatic question classification in a competitive learning environment","Verdu, Elena; Verdu, Maria J.; Regueras, Luisa M.; de Castro, Juan P.; Garcia, Ricardo","","","","EXPERT SYSTEMS WITH APPLICATIONS","JUN 15 2012","2012","39","8","","","","7471","7478","","10.1016/j.eswa.2012.01.115","","","25","2.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","3","3","3","2","4","5","2","1","0"
"Taking Advantage of Education Data: Advanced Data Analysis and Reporting in Virtual Learning Environments","Podgorelec, V.; Kuhar, S.","","","","ELEKTRONIKA IR ELEKTROTECHNIKA","2011","2011","","8","","","","111","116","","","","","25","2.27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","3","4","1","4","4","6","0","0"
"Remote Automation Laboratory Using a Cluster of Virtual Machines","Gardel Vicente, Alfredo; Bravo Munoz, Ignacio; Lazaro Galilea, Jose Luis; Revenga del Toro, Pedro A.","","","","IEEE TRANSACTIONS ON INDUSTRIAL ELECTRONICS","OCT 2010","2010","57","10","","","","3276","3283","","10.1109/TIE.2010.2041131","","","25","2.08","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","7","3","6","2","1","0","0","0","0"
"Semantic Spiral Timelines Used as Support for e-Learning","Gomez Aguilar, Diego Alonso; Theron, Roberto; Garcia-Penalvo, Francisco","","","","JOURNAL OF UNIVERSAL COMPUTER SCIENCE","2009","2009","15","7","","","","1526","1545","","","","","25","1.92","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","5","4","6","2","1","1","1","2","0"
"MDM Tool: A Data Mining Framework Integrated Into Moodle","Luna, J. M.; Castro, C.; Romero, C.","","","","COMPUTER APPLICATIONS IN ENGINEERING EDUCATION","JAN 2017","2017","25","1","","","","90","102","","10.1002/cae.21782","","","24","4.80","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","10","5","6","1"
"FuzzyQoI model: A fuzzy logic-based modelling of users' quality of interaction with a learning management system under blended learning","Dias, Sofia B.; Diniz, Jose A.","","","","COMPUTERS & EDUCATION","NOV 2013","2013","69","","","","","38","59","","10.1016/j.compedu.2013.06.016","","","24","2.67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","6","2","4","1","2","3","0"
"Online Teaching and Learning in Higher Education during the Coronavirus Pandemic: Students' Perspective","Coman, Claudiu; Tiru, Laurentiu Gabriel; Mesesan-Schmitz, Luiza; Stanciu, Carmen; Bularca, Maria Cristina","","","","SUSTAINABILITY","DEC 2020","2020","12","24","","","","","","10367","10.3390/su122410367","","","23","11.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23"
"Factors that influence university students' intention to use Moodle: a study in Macau","Teo, Timothy; Zhou, Mingming; Fan, Andy Chun Wai; Huang, Fang","","","","ETR&D-EDUCATIONAL TECHNOLOGY RESEARCH AND DEVELOPMENT","JUN 2019","2019","67","3","","","","749","766","","10.1007/s11423-019-09650-x","","","23","7.67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","13","7"
"Combining Software Metrics and Text Features for Vulnerable File Prediction","Zhang, Yun; Lo, David; Xia, Xin; Xu, Bowen; Sun, Jianling; Li, Shanping","","","","2015 20TH INTERNATIONAL CONFERENCE ON ENGINEERING OF COMPLEX COMPUTER SYSTEMS (ICECCS)","2015","2015","","","","","","40","49","","10.1109/ICECCS.2015.15","20th International Conference on Engineering of Complex Computer Systems (ICECCS)","DEC 09-11, 2015","23","3.29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","5","5","7","3"
"MOOCS GONE WILD","Sanchez-Gordon, Sandra; Lujan-Mora, Sergio","","","Chova, LG; Martinez, AL; Torres, IC","INTED2014: 8TH INTERNATIONAL TECHNOLOGY, EDUCATION AND DEVELOPMENT CONFERENCE","2014","2014","","","","","","1449","1458","","","8th International Technology, Education and Development Conference (INTED)","MAR 10-12, 2014","23","2.88","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","7","8","2","3","0"
"Access Moodle Using Smart Mobile Phones. A Case Study in a Greek University","Papadakis, Stamatios; Kalogiannakis, Michail; Sifaki, Eirini; Vidakis, Nikolas","","","Brooks, AL; Brooks, E; Vidakis, N","INTERACTIVITY, GAME CREATION, DESIGN, LEARNING, AND INNOVATION","2018","2018","229","","","","","376","385","","10.1007/978-3-319-76908-0_36","6th European-Alliance-for-Innovation (EAI) International Conference on Interactivity and Game Creation (ArtsIT) / 2nd International Conference on Design, Learning and Innovation (DLI)","OCT 30-31, 2017","22","5.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","10"
"How Do B-Learning and Learning Patterns Influence Learning Outcomes?","Saiz Manzanares, Maria Consuelo; Marticorena Sanchez, Ral; Garcia Osorio, Cesar Ignacio; Diez-Pastor, Jose F.","","","","FRONTIERS IN PSYCHOLOGY","MAY 16 2017","2017","8","","","","","","","745","10.3389/fpsyg.2017.00745","","","22","4.40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","7","8","4"
"Effects of a Research-Infused Botanical Curriculum on Undergraduates' Content Knowledge, STEM Competencies, and Attitudes toward Plant Sciences","Ward, Jennifer Rhode; Clarke, H. David; Horton, Jonathan L.","","","","CBE-LIFE SCIENCES EDUCATION","SEP 2 2014","2014","13","3","","","","387","396","","10.1187/cbe.13-12-0231","","","22","2.75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","4","5","4","4","1"
"An online adaptive learning environment for critical-thinking-infused English literacy instruction","Yang, Ya-Ting Carolyn; Gamble, Jeffrey Hugh; Hung, Yu-Wan; Lin, Tzu-Yun","","","","BRITISH JOURNAL OF EDUCATIONAL TECHNOLOGY","JUL 2014","2014","45","4","","","","723","747","","10.1111/bjet.12080","","","22","2.75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","6","3","6","3","3"
"COMPARISON OF THE MAIN ALTERNATIVES TO THE INTEGRATION OF EXTERNAL TOOLS IN DIFFERENT PLATFORMS","Alario-Hoyos, Carlos; Wilson, Scott","","","Chova, LG; Belenguer, DM; Torres, IC","3RD INTERNATIONAL CONFERENCE OF EDUCATION, RESEARCH AND INNOVATION (ICERI2010)","2010","2010","","","","","","3466","3476","","","3rd International Conference of Education, Research and Innovation (ICERI)","NOV 15-17, 2010","22","1.83","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","3","4","3","1","0","0","4","1","1","1"
"Evaluation of student engagement with two learning supports in the teaching of 1(st) year undergraduate chemistry","Lovatt, James; Finlayson, Odilla E.; James, Paraic","","","","CHEMISTRY EDUCATION RESEARCH AND PRACTICE","OCT 2007","2007","8","4","","","","390","402","","","8th ECRICE Conference","AUG 31-SEP 01, 2006AUG 31-SEP 01, 2006","22","1.47","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","3","1","3","2","1","3","0","1","3","3","0"
"Promoting cross-cultural understanding and language use in research-oriented Internet-mediated intercultural exchange","Chen, Jen Jun; Yang, Shu Ching","","","","COMPUTER ASSISTED LANGUAGE LEARNING","FEB 17 2016","2016","29","2","","","","262","288","","10.1080/09588221.2014.937441","","","21","3.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","4","3","4","7"
"ConfChem Conference on Flipped Classroom: Just-in-Time Teaching in Chemistry Courses with Moodie","Muzyka, Jennifer L.","","","","JOURNAL OF CHEMICAL EDUCATION","SEP 2015","2015","92","9","","","","1580","1581","","10.1021/ed500904y","","","21","3.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","6","1","5","3","0"
"Online Learning in Thoracic Surgical Training: Promising Results of Multi-Institutional Pilot Study","Antonoff, Mara B.; Verrier, Edward D.; Yang, Stephen C.; Lin, Jules; DeArmond, Daniel T.; Allen, Mark S.; Varghese, Thomas K., Jr.; Sengewald, Darcy; Vaporciyan, Ara A.","","","","ANNALS OF THORACIC SURGERY","SEP 2014","2014","98","3","","","","1057","1063","","10.1016/j.athoracsur.2014.04.062","50th Annual Meeting of the Society-of-Thoracic-Surgeons","JAN 25-29, 2014","21","2.63","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","2","5","4","1","3"
"Scaffolding Environment for e-Learning through Cloud Computing","Despotovic-Zrakic, Marijana; Simic, Konstantin; Labus, Aleksandra; Milic, Aleksandar; Jovanic, Branislav","","","","EDUCATIONAL TECHNOLOGY & SOCIETY","JUL 2013","2013","16","3","","","","301","314","","","","","21","2.33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","6","6","3","1","0","2","0"
