moodle  (All Fields)
Time span:1945-2021. 

"Title","Authors","Corporate Authors","Editors","Book Editors","Source Title","Publication Date","Publication Year","Volume","Issue","Part Number","Supplement","Special Issue","Beginning Page","Ending Page","Article Number","DOI","Conference Title","Conference Date","Total Citations","Average per Year","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021"
"LEARNING ACTIVITIES TO ENGAGE STUDENTS","Mustea, Anca; Herman, Cosmin","","","Roceanu, I; Moldoveanu, F; TrausanMatu, S; Barbieru, D; Beligan, D; Ionita, A","RETHINKING EDUCATION BY LEVERAGING THE ELEARNING PILLAR OF THE DIGITAL AGENDA FOR EUROPE!, VOL. I","2015","2015","","","","","","620","623","","","11th International Scientific Conference on eLearning and Software for Education (eLSE)","APR 23-24, 2015","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Acceptability of Using Social Media in Education as Compared to the Economic Environment","Naaji, A.; Mustea, A.; Herman, C.; Mercea, C.; Faur, F.","","","Patrut, B; Andone, D; Holotescu, C; Grosseck, G","SMART 2014 - SOCIAL MEDIA IN ACADEMIA: RESEARCH AND TEACHING","2015","2015","","","","","","21","25","","","International Conference on Social Media in Academia - Research and Teaching (SMART)","SEP 18-21, 2014","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"EVALUATION OF PREFERENCES OF STUDENTS IN A DISTANCE UNIVERSITY PROGRAM","Navratilova, Miroslava; Urbancova, Hana; Cermakova, Helena","","","Krejci, I; Flegl, M; Houska, M","EFFICIENCY AND RESPONSIBILITY IN EDUCATION 2015","2015","2015","","","","","","400","405","","","12th International Conference on Efficiency and Responsibility in Education (ERiE)","JUN 04-05, 2015","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Contemplation on Today's Digital Education","Negreiros, Joao; Oliveira, Maria de Fatima","","","Rocha, A; Correia, AM; Costanzo, S; Reis, LP","NEW CONTRIBUTIONS IN INFORMATION SYSTEMS AND TECHNOLOGIES, VOL 1, PT 1","2015","2015","353","","1","","","1213","1220","","10.1007/978-3-319-16486-1_120","World Conference on Information Systems and Technologies (WorldCIST)","APR 01-03, 2015","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Embedding ITS Concepts for Teaching Java with a Pair of a Pre-Quiz and a Quiz","Ngaogate, Wasana","","","","2015 INTERNATIONAL COMPUTER SCIENCE AND ENGINEERING CONFERENCE (ICSEC)","2015","2015","","","","","","198","203","","","International Computer Science and Engineering Conference (ICSEC)","NOV 23-26, 2015","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"FOREIGN LANGUAGE TEACHER TRAINING ON DYSLEXIA: AN AWARD WINNING 'DYSTEFL' PROJECT AND COURSE","Nijakowska, Joanna","","","GomezChova, L; LopezMartinez, A; CandelTorres, I","EDULEARN15: 7TH INTERNATIONAL CONFERENCE ON EDUCATION AND NEW LEARNING TECHNOLOGIES","2015","2015","","","","","","2537","2541","","","7th International Conference on Education and New Learning Technologies (EDULEARN)","JUL 06-08, 2015","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Workshop - a tool in the process of education at the university","Niksa Rynkiewicz, Tacjana","","","","E-MENTOR","2015","2015","","2","","","","35","39","","","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"DEVELOPMENT OF QUANTUM INTELLIGENCE IN e-LEARNING WITH APPLICATION IN NEGOTIATION","Nita, Aurel Mircea","","","Roceanu, I; Beligan, D; Ciolan, L; Moldoveanu, F; Radu, C; Stanescu, I; Barbieru, D; Ionita, A; Logofatu, B; Grigore, V; Stanescu, M; Blaga, M; Colibaba, A; Holotescu, C; Trausan-Matu, S; Chicioreanu, T; Miron, C","RETHINKING EDUCATION BY LEVERAGING THE ELEARNING PILLAR OF THE DIGITAL AGENDA FOR EUROPE!, VOL. III","2015","2015","","","","","","60","65","","10.12753/2066-026X-15-188","11th International Scientific Conference on eLearning and Software for Education (eLSE)","APR 23-24, 2015","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"USING FLASH-TECHNOLOGY AND JAVA-APPLETS FOR E-LEARNING COURSES IN ELEMENTARY MATHEMATICS","Ohnivchuk, Lesia M.","","","","INFORMATION TECHNOLOGIES AND LEARNING TOOLS","2015","2015","48","4","","","","158","165","","10.33407/itlt.v48i4.1249","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AUTONOMY AND EXTERNAL PARAMETERS: INCOMPATIBLE? REPLACING THE QUESTION WITHIN THE MOODLE WORKSHOP, IN THE COMPANY OF WITTGENSTEIN","Oliveira, Paulo","","","","REVISTA ENTRELINGUAS","JAN-JUN 2015","2015","1","1","","","","85","110","","","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"THE ROLE OF LEARNING PLATFORMS IN UNIVERSITY TEACHING PROCESS","Oproiu, Gabriela Carmen","","","Roceanu, I; Ciolan, L; Holotescu, C; Radu, C; Stanescu, I; Logofatu, B","RETHINKING EDUCATION BY LEVERAGING THE ELEARNING PILLAR OF THE DIGITAL AGENDA FOR EUROPE!, VOL. II","2015","2015","","","","","","478","483","","10.12753/2066-026X-15-163","11th International Scientific Conference on eLearning and Software for Education (eLSE)","APR 23-24, 2015","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"TO BLEND OR NOT TO BLEND: BLENDED COURSES CONTENT AND DESIGN ANALYSIS","Ostojic, I. Jemric; Matijevic, A. Skledar; Krcelic, P.","","","Chova, LG; Martinez, AL; Torres, IC","INTED2015: 9TH INTERNATIONAL TECHNOLOGY, EDUCATION AND DEVELOPMENT CONFERENCE","2015","2015","","","","","","5823","5830","","","9th International Technology, Education and Development Conference (INTED)","MAR 02-04, 2015","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"MAKING GEOPOLITICS FUN WITH TECHNOLOGICAL INNOVATION","Pachon, Luis","","","GomezChova, L; LopezMartinez, A; CandelTorres, I","EDULEARN15: 7TH INTERNATIONAL CONFERENCE ON EDUCATION AND NEW LEARNING TECHNOLOGIES","2015","2015","","","","","","298","308","","","7th International Conference on Education and New Learning Technologies (EDULEARN)","JUL 06-08, 2015","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"THE USE OF PEER-REVIEW BY MEANS OF MOODLE WORKSHOPS IN THE SUBJECT ENVIRONMENTAL ENGINEERING","Paz-Garcia, J. M.; Garcia-Rubio, A.; Villen-Guzman, M.; Diaz-Morilla, A.; Sanchez-Molina, M.; Garcia-Delgado, R. A.; Gomez-Lahoz, C.","","","Chova, LG; Martinez, AL; Torres, IC","ICERI2015: 8TH INTERNATIONAL CONFERENCE OF EDUCATION, RESEARCH AND INNOVATION","2015","2015","","","","","","7639","7645","","","8th International Conference of Education, Research and Innovation (ICERI)","NOV 16-20, 2015","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"THE USE OF VIRTUAL CLASSROOMS AS TEACHERS' AND STUDENTS' PORTFOLIOS: A CASE STUDY","Penafiel, Myriam; Marina Vintimilla, Luz; Hermosilla, Zurine; Lujan-Mora, Sergio","","","Chova, LG; Martinez, AL; Torres, IC","INTED2015: 9TH INTERNATIONAL TECHNOLOGY, EDUCATION AND DEVELOPMENT CONFERENCE","2015","2015","","","","","","5949","5958","","","9th International Technology, Education and Development Conference (INTED)","MAR 02-04, 2015","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"UNIFIED HEALTH SYSTEM OPEN UNIVERSITY: UNIVERSITY NETWORKS ENHANCING THE CONTINUING EDUCATION ON ELDERLY HEALTH","Pereira Rendeiro, Marcia Maria; Figueiredo de Oliveira, Ana Emilia; Rolim, Raquel; Volpato Dias, Paulo Roberto; Reis Merces, Juliana Macedo","","","Chova, LG; Martinez, AL; Torres, IC","ICERI2015: 8TH INTERNATIONAL CONFERENCE OF EDUCATION, RESEARCH AND INNOVATION","2015","2015","","","","","","825","829","","","8th International Conference of Education, Research and Innovation (ICERI)","NOV 16-20, 2015","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"A Transdisciplinary Experience for Integrating ICTs into Applied Life Sciences Students' Training","Petrea, E.; Patras, A.","","","Sandu, A; Frunza, A; Ciulei, T; Gorghiu, G; Petrovici, A","RETHINKING SOCIAL ACTION. CORE VALUES","2015","2015","","","","","","1019","1023","","","6th LUMEN International Conference on Rethinking Social Action Core Values","APR 16-19, 2015","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"FLIPPED LEARNING, GEOGEBRA AND WIRIS ON MOODLE PLATFORM, OR ARGUMENTS IN FAVOUR OF INTEGRATING IN EDUCATION","Petrovici, Adriana; Nemesu, Roxana","","","Roceanu, I; Moldoveanu, F; TrausanMatu, S; Barbieru, D; Beligan, D; Ionita, A","RETHINKING EDUCATION BY LEVERAGING THE ELEARNING PILLAR OF THE DIGITAL AGENDA FOR EUROPE!, VOL. I","2015","2015","","","","","","612","619","","","11th International Scientific Conference on eLearning and Software for Education (eLSE)","APR 23-24, 2015","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"DEMYSTIFYING ARTMAKING THROUGH COLLABORATIVE PROBLEM SOLVING IN A DISTANCE LEARNING COURSE","Pitri, Eliza","","","Chova, LG; Martinez, AL; Torres, IC","ICERI2015: 8TH INTERNATIONAL CONFERENCE OF EDUCATION, RESEARCH AND INNOVATION","2015","2015","","","","","","7947","7951","","","8th International Conference of Education, Research and Innovation (ICERI)","NOV 16-20, 2015","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"WIRIS VERSUS GEOGEBRA: LMS INTEGRATION PERSPECTIVE","Poka, Stefan; Herman, Cosmin","","","Roceanu, I; Moldoveanu, F; TrausanMatu, S; Barbieru, D; Beligan, D; Ionita, A","RETHINKING EDUCATION BY LEVERAGING THE ELEARNING PILLAR OF THE DIGITAL AGENDA FOR EUROPE!, VOL. I","2015","2015","","","","","","630","637","","10.12753/2066-026X-15-092","11th International Scientific Conference on eLearning and Software for Education (eLSE)","APR 23-24, 2015","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"FEEDBACK REGARDING THE EFFICIENCY OF THE MOODLE PLATFORM AS A COMPLEMENTARY TEACHING TOOL","Porumb, Ioana; Chircu, Sorina","","","Roceanu, I; Ciolan, L; Holotescu, C; Radu, C; Stanescu, I; Logofatu, B","RETHINKING EDUCATION BY LEVERAGING THE ELEARNING PILLAR OF THE DIGITAL AGENDA FOR EUROPE!, VOL. II","2015","2015","","","","","","289","294","","10.12753/2066-026X-15-134","11th International Scientific Conference on eLearning and Software for Education (eLSE)","APR 23-24, 2015","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"USING MOODLE TOOLS AS AN UPGRADING OF E-LEARNING CURRICULA","Pujol-Jover, Maria; Llobet-Dalmases, Joan","","","GomezChova, L; LopezMartinez, A; CandelTorres, I","EDULEARN15: 7TH INTERNATIONAL CONFERENCE ON EDUCATION AND NEW LEARNING TECHNOLOGIES","2015","2015","","","","","","5526","5535","","","7th International Conference on Education and New Learning Technologies (EDULEARN)","JUL 06-08, 2015","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"SKILLS IMPROVEMENT FOR TEXTILE SPECIALISTS THROUGH E-LEARNING COURSES","Radulescu, Ion Razvan; Ghituleasa, Carmen; Visileanu, Emilia; Surdu, Lilioara; Dan, Dorin","","","Roceanu, I; Beligan, D; Ciolan, L; Moldoveanu, F; Radu, C; Stanescu, I; Barbieru, D; Ionita, A; Logofatu, B; Grigore, V; Stanescu, M; Blaga, M; Colibaba, A; Holotescu, C; Trausan-Matu, S; Chicioreanu, T; Miron, C","RETHINKING EDUCATION BY LEVERAGING THE ELEARNING PILLAR OF THE DIGITAL AGENDA FOR EUROPE!, VOL. III","2015","2015","","","","","","588","591","","10.12753/2066-026X-15-271","11th International Scientific Conference on eLearning and Software for Education (eLSE)","APR 23-24, 2015","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Implementation of an Intelligent Tutoring System using Moodle","Ramesh, Vyshnavi Malathi; Rao, N. J.; Ramanathan, Chandrashekar","","","","FRONTIERS IN EDUCATION CONFERENCE (FIE), 2015","2015","2015","","","","","","1761","1769","","","45th Annual Frontiers in Education Conference (FIE)","OCT 21-24, 2015","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Visit rate analysis of course activities: Case study","Reichel, J.; Kuna, P.; Benko, L'.; Munk, M.","","","","2015 13TH INTERNATIONAL CONFERENCE ON EMERGING ELEARNING TECHNOLOGIES AND APPLICATIONS (ICETA)","2015","2015","","","","","","319","324","","","13th International Conference on Emerging eLearning Technologies and Applications (ICETA)","NOV 26-27, 2015","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The objects of learning in the teaching of specific vocabulary of English for Conservation and Restoration","Rio Rey, Carmen","","","","LFE-REVISTA DE LENGUAS PARA FINES ESPECIFICOS","2015","2015","21","2","","","","139","160","","","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"NEW TECHNOLOGIES APPLIED TO TEACHING AND LEARNING PROCESS IN THE DEGREE OF EARLY CHILDHOOD EDUCATION","Rivas Rebaque, Begona; Sanchez Emeterio, Gema","","","Chova, LG; Martinez, AL; Torres, IC","ICERI2015: 8TH INTERNATIONAL CONFERENCE OF EDUCATION, RESEARCH AND INNOVATION","2015","2015","","","","","","1592","1598","","","8th International Conference of Education, Research and Innovation (ICERI)","NOV 16-20, 2015","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Application of the I-Standardization in the Production and Management of Current Digital News Reporting: Integration into Broadcast Formats","Rodrigo Alonso, Miguel Angel; de Castro Lozano, Carlos","","","Abasolo, MJ; Kulesza, R","APPLICATIONS AND USABILITY OF INTERACTIVE TV","2015","2015","389","","","","","49","58","","10.1007/978-3-319-22656-9_4","3rd Iberoamerican Conference on Applications and Usability of Interactive TV (jAUTI) / 3rd Workshop on Interactive Digital TV (WTVDI) held as part of 20th Brazilian Symposium on Multimedia and the Web (Webmedia)","NOV 18-21, 2014","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"MOOCS IN THE SEARCH FOR THE INTERNET PEDAGOGY","Rueda, Carlos","","","GomezChova, L; LopezMartinez, A; CandelTorres, I","EDULEARN15: 7TH INTERNATIONAL CONFERENCE ON EDUCATION AND NEW LEARNING TECHNOLOGIES","2015","2015","","","","","","8296","8302","","","7th International Conference on Education and New Learning Technologies (EDULEARN)","JUL 06-08, 2015","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The Moodle Application Constraints among Students in Social Work at Sultan Qaboos University","Saleh, Emad F.","","","","PROCEEDINGS 2015 FIFTH INTERNATIONAL CONFERENCE ON E-LEARNING (ECONF 2015)","2015","2015","","","","","","514","533","","10.1109/ECONF.2015.14","5th International Conference on e-Learning (econf)","OCT 18-20, 2015","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"THE USABILITY OF THE VIRTUAL LEARNING ENVIRONMENT: A STUDY ON THE IFRN'S MOODLE - CAMPUS CURRAIS NOVOS","Santos, G. S.; Balbino, L. A.; Gomes, D. C.","","","","HOLOS","2015","2015","31","6","","","","356","372","","","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"IMPLEMENTATION OF FUNCTIONS OF ELECTRONIC DEAN'S OFFICE USING PLATFORM MOODLE","Shcherbyna, Oleksandr A.","","","","INFORMATION TECHNOLOGIES AND LEARNING TOOLS","2015","2015","50","6","","","","139","151","","","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"MANAGING FOREIGN LANGUAGE COURSES ON MOODLE: THE IMPLICATIONS OF COURSE LAYOUT","Shechter, D. Azaryad","","","Chova, LG; Martinez, AL; Torres, IC","ICERI2015: 8TH INTERNATIONAL CONFERENCE OF EDUCATION, RESEARCH AND INNOVATION","2015","2015","","","","","","3487","3487","","","8th International Conference of Education, Research and Innovation (ICERI)","NOV 16-20, 2015","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"System Design based on Moodle","Shen Xiaojun; Yuan Jiugen; Xing Ruonan","","","Liu, J; Wang, Y; Xu, H","PROCEEDINGS OF THE 2015 INTERNATIONAL CONFERENCE ON INTELLIGENT SYSTEMS RESEARCH AND MECHATRONICS ENGINEERING","2015","2015","121","","","","","1309","1313","","","International Conference on Intelligent Systems Research and Mechatronics Engineering (ISRME)","APR 11-13, 2015","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The Launch and Establishment of an Online-Writing Lab Using the Example of Citavi-Online-Tutorials at the Faculty of Cultural and Social Sciences of the Distance-University in Hagen Germany","Siemsen, Sabine","","","Uden, L; Liberona, D; Welzer, T","LEARNING TECHNOLOGY FOR EDUCATION IN CLOUD, LTEC 2015","2015","2015","533","","","","","134","147","","10.1007/978-3-319-22629-3_11","4th International Workshop on Learning Technology for Education in Cloud (LTEC)","AUG 24-28, 2015","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Prospects of Multiple Intelligences Theory for Distance Education: a study in the Bachelor's Degree in Education from NEAD - UFMA","Silva dos Santos, Thays Fernanda; Bottentuit Junior, Joao Batista","","","","REVISTA EDUCAONLINE","JAN-APR 2015","2015","9","1","","","","68","102","","","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LANGUAGE TEACHING/LEARNING WITH MOODLE IN HIGHER EDUCATION","Slechtova, Pavla; Kuncova, Martina; Vojackova, Hana","","","Krejci, I; Flegl, M; Houska, M","EFFICIENCY AND RESPONSIBILITY IN EDUCATION 2015","2015","2015","","","","","","507","515","","","12th International Conference on Efficiency and Responsibility in Education (ERiE)","JUN 04-05, 2015","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
